# NFL spread data
('2015-10-18T17:00:00.000000', u'CLE', u'DEN', -3.0)
('2015-10-18T17:00:00.000000', u'DET', u'CHI', 3.0)
('2015-10-18T17:00:00.000000', u'JAC', u'HOU', -11.0)
('2015-10-18T17:00:00.000000', u'MIN', u'KC', 6.0)
('2015-10-18T17:00:00.000000', u'NYJ', u'WAS', 14.0)
('2015-10-18T17:00:00.000000', u'PIT', u'ARI', 12.0)
('2015-10-18T17:00:00.000000', u'TEN', u'MIA', -28.0)
('2015-10-18T20:05:00.000000', u'SEA', u'CAR', -4.0)
('2015-10-18T20:25:00.000000', u'GB', u'LAC', 7.0)
('2015-10-18T20:25:00.000000', u'SF', u'BAL', 5.0)
('2015-10-19T00:30:00.000000', u'IND', u'NE', -7.0)
('2015-10-20T00:30:00.000000', u'PHI', u'NYG', 20.0)
('2015-10-23T00:25:00.000000', u'SF', u'SEA', -17.0)
('2015-10-25T13:30:00.000000', u'JAC', u'BUF', 3.0)
('2015-10-25T17:00:00.000000', u'DET', u'MIN', -9.0)
('2015-10-25T17:00:00.000000', u'IND', u'NO', -6.0)
('2015-10-25T17:00:00.000000', u'KC', u'PIT', 10.0)
('2015-10-25T17:00:00.000000', u'LAR', u'CLE', 18.0)
('2015-10-25T17:00:00.000000', u'MIA', u'HOU', 18.0)
('2015-10-25T17:00:00.000000', u'NE', u'NYJ', 7.0)
('2015-10-25T17:00:00.000000', u'TEN', u'ATL', -3.0)
('2015-10-25T17:00:00.000000', u'WAS', u'TB', 1.0)
('2015-10-25T20:05:00.000000', u'LAC', u'OAK', -8.0)
('2015-10-25T20:25:00.000000', u'NYG', u'DAL', 7.0)
('2015-10-26T00:30:00.000000', u'CAR', u'PHI', 11.0)
('2015-10-27T00:30:00.000000', u'ARI', u'BAL', 8.0)
('2015-10-30T00:25:00.000000', u'NE', u'MIA', 29.0)
('2015-11-01T14:30:00.000000', u'KC', u'DET', 35.0)
('2015-11-01T18:00:00.000000', u'ATL', u'TB', -3.0)
('2015-11-01T18:00:00.000000', u'BAL', u'LAC', 3.0)
('2015-11-01T18:00:00.000000', u'CHI', u'MIN', -3.0)
('2015-11-01T18:00:00.000000', u'CLE', u'ARI', -14.0)
('2015-11-01T18:00:00.000000', u'HOU', u'TEN', 14.0)
('2015-11-01T18:00:00.000000', u'LAR', u'SF', 21.0)
('2015-11-01T18:00:00.000000', u'NO', u'NYG', 3.0)
('2015-11-01T18:00:00.000000', u'PIT', u'CIN', -6.0)
('2015-11-01T21:05:00.000000', u'OAK', u'NYJ', 14.0)
('2015-11-01T21:25:00.000000', u'DAL', u'SEA', -1.0)
('2015-11-02T01:30:00.000000', u'DEN', u'GB', 19.0)
('2015-11-03T01:30:00.000000', u'CAR', u'IND', 3.0)
('2015-11-06T01:25:00.000000', u'CIN', u'CLE', 21.0)
('2015-11-08T18:00:00.000000', u'BUF', u'MIA', 16.0)
('2015-11-08T18:00:00.000000', u'CAR', u'GB', 8.0)
('2015-11-08T18:00:00.000000', u'MIN', u'LAR', 3.0)
('2015-11-08T18:00:00.000000', u'NE', u'WAS', 17.0)
('2015-11-08T18:00:00.000000', u'NO', u'TEN', -6.0)
('2015-11-08T18:00:00.000000', u'NYJ', u'JAC', 5.0)
('2015-11-08T18:00:00.000000', u'PIT', u'OAK', 3.0)
('2015-11-08T21:05:00.000000', u'SF', u'ATL', 1.0)
('2015-11-08T21:05:00.000000', u'TB', u'NYG', -14.0)
('2015-11-08T21:25:00.000000', u'IND', u'DEN', 3.0)
('2015-11-09T01:30:00.000000', u'DAL', u'PHI', -6.0)
('2015-11-10T01:30:00.000000', u'LAC', u'CHI', -3.0)
('2015-11-13T01:25:00.000000', u'NYJ', u'BUF', -5.0)
('2015-11-15T18:00:00.000000', u'BAL', u'JAC', -2.0)
('2015-11-15T18:00:00.000000', u'GB', u'DET', -2.0)
('2015-11-15T18:00:00.000000', u'LAR', u'CHI', -24.0)
('2015-11-15T18:00:00.000000', u'PHI', u'MIA', -1.0)
('2015-11-15T18:00:00.000000', u'PIT', u'CLE', 21.0)
('2015-11-15T18:00:00.000000', u'TB', u'DAL', 4.0)
('2015-11-15T18:00:00.000000', u'TEN', u'CAR', -17.0)
('2015-11-15T18:00:00.000000', u'WAS', u'NO', 33.0)
('2015-11-15T21:05:00.000000', u'OAK', u'MIN', -16.0)
('2015-11-15T21:25:00.000000', u'DEN', u'KC', -16.0)
('2015-11-15T21:25:00.000000', u'NYG', u'NE', -1.0)
('2015-11-16T01:30:00.000000', u'SEA', u'ARI', -7.0)
('2015-11-17T01:30:00.000000', u'CIN', u'HOU', -4.0)
('2015-11-20T01:25:00.000000', u'JAC', u'TEN', 6.0)
('2015-11-22T18:00:00.000000', u'ATL', u'IND', -3.0)
('2015-11-22T18:00:00.000000', u'BAL', u'LAR', 3.0)
('2015-11-22T18:00:00.000000', u'CAR', u'WAS', 28.0)
('2015-11-22T18:00:00.000000', u'CHI', u'DEN', -2.0)
('2015-11-22T18:00:00.000000', u'DET', u'OAK', 5.0)
('2015-11-22T18:00:00.000000', u'HOU', u'NYJ', 7.0)
('2015-11-22T18:00:00.000000', u'MIA', u'DAL', -10.0)
('2015-11-22T18:00:00.000000', u'PHI', u'TB', -28.0)
('2015-11-22T21:05:00.000000', u'LAC', u'KC', -30.0)
('2015-11-22T21:25:00.000000', u'MIN', u'GB', -17.0)
('2015-11-22T21:25:00.000000', u'SEA', u'SF', 16.0)
('2015-11-23T01:30:00.000000', u'ARI', u'CIN', 3.0)
('2015-11-24T01:30:00.000000', u'NE', u'BUF', 7.0)
('2015-11-26T17:30:00.000000', u'DET', u'PHI', 31.0)
('2015-11-26T21:30:00.000000', u'DAL', u'CAR', -19.0)
('2015-11-27T01:30:00.000000', u'GB', u'CHI', -4.0)
('2015-11-29T18:00:00.000000', u'ATL', u'MIN', -10.0)
('2015-11-29T18:00:00.000000', u'CIN', u'LAR', 24.0)
('2015-11-29T18:00:00.000000', u'HOU', u'NO', 18.0)
('2015-11-29T18:00:00.000000', u'IND', u'TB', 13.0)
('2015-11-29T18:00:00.000000', u'JAC', u'LAC', -6.0)
('2015-11-29T18:00:00.000000', u'KC', u'BUF', 8.0)
('2015-11-29T18:00:00.000000', u'NYJ', u'MIA', 18.0)
('2015-11-29T18:00:00.000000', u'TEN', u'OAK', -3.0)
('2015-11-29T18:00:00.000000', u'WAS', u'NYG', 6.0)
('2015-11-29T21:05:00.000000', u'SF', u'ARI', -6.0)
('2015-11-29T21:25:00.000000', u'SEA', u'PIT', 9.0)
('2015-11-30T01:30:00.000000', u'DEN', u'NE', 6.0)
('2015-12-01T01:30:00.000000', u'CLE', u'BAL', -6.0)
('2015-12-04T01:25:00.000000', u'DET', u'GB', -4.0)
('2015-12-06T18:00:00.000000', u'BUF', u'HOU', 9.0)
('2015-12-06T18:00:00.000000', u'CHI', u'SF', -6.0)
('2015-12-06T18:00:00.000000', u'CLE', u'CIN', -34.0)
('2015-12-06T18:00:00.000000', u'LAR', u'ARI', -24.0)
('2015-12-06T18:00:00.000000', u'MIA', u'BAL', 2.0)
('2015-12-06T18:00:00.000000', u'MIN', u'SEA', -31.0)
('2015-12-06T18:00:00.000000', u'NYG', u'NYJ', -3.0)
('2015-12-06T18:00:00.000000', u'TB', u'ATL', 4.0)
('2015-12-06T18:00:00.000000', u'TEN', u'JAC', 3.0)
('2015-12-06T21:05:00.000000', u'LAC', u'DEN', -14.0)
('2015-12-06T21:05:00.000000', u'OAK', u'KC', -14.0)
('2015-12-06T21:25:00.000000', u'NE', u'PHI', -7.0)
('2015-12-06T21:25:00.000000', u'NO', u'CAR', -3.0)
('2015-12-07T01:30:00.000000', u'PIT', u'IND', 35.0)
('2015-12-08T01:30:00.000000', u'WAS', u'DAL', -3.0)
('2015-12-11T01:25:00.000000', u'ARI', u'MIN', 3.0)
('2015-12-13T18:00:00.000000', u'BAL', u'SEA', -29.0)
('2015-12-13T18:00:00.000000', u'CAR', u'ATL', 38.0)
('2015-12-13T18:00:00.000000', u'CHI', u'WAS', -3.0)
('2015-12-13T18:00:00.000000', u'CIN', u'PIT', -13.0)
('2015-12-13T18:00:00.000000', u'CLE', u'SF', 14.0)
('2015-12-13T18:00:00.000000', u'JAC', u'IND', 35.0)
('2015-12-13T18:00:00.000000', u'KC', u'LAC', 7.0)
('2015-12-13T18:00:00.000000', u'LAR', u'DET', 7.0)
('2015-12-13T18:00:00.000000', u'NYJ', u'TEN', 22.0)
('2015-12-13T18:00:00.000000', u'PHI', u'BUF', 3.0)
('2015-12-13T18:00:00.000000', u'TB', u'NO', -7.0)
('2015-12-13T21:05:00.000000', u'DEN', u'OAK', -3.0)
('2015-12-13T21:25:00.000000', u'GB', u'DAL', 21.0)
('2015-12-14T01:30:00.000000', u'HOU', u'NE', -21.0)
('2015-12-15T01:30:00.000000', u'MIA', u'NYG', -7.0)
('2015-12-18T01:25:00.000000', u'LAR', u'TB', 8.0)
('2015-12-20T01:25:00.000000', u'DAL', u'NYJ', -3.0)
('2015-12-20T18:00:00.000000', u'BAL', u'KC', -20.0)
('2015-12-20T18:00:00.000000', u'IND', u'HOU', -6.0)
('2015-12-20T18:00:00.000000', u'JAC', u'ATL', -6.0)
('2015-12-20T18:00:00.000000', u'MIN', u'CHI', 21.0)
('2015-12-20T18:00:00.000000', u'NE', u'TEN', 17.0)
('2015-12-20T18:00:00.000000', u'NYG', u'CAR', -3.0)
('2015-12-20T18:00:00.000000', u'WAS', u'BUF', 10.0)
('2015-12-20T21:05:00.000000', u'OAK', u'GB', -10.0)
('2015-12-20T21:05:00.000000', u'SEA', u'CLE', 17.0)
('2015-12-20T21:25:00.000000', u'LAC', u'MIA', 16.0)
('2015-12-20T21:25:00.000000', u'PIT', u'DEN', 7.0)
('2015-12-20T21:25:00.000000', u'SF', u'CIN', -10.0)
('2015-12-21T01:30:00.000000', u'PHI', u'ARI', -23.0)
('2015-12-22T01:30:00.000000', u'NO', u'DET', -8.0)
('2015-12-25T01:25:00.000000', u'OAK', u'LAC', 3.0)
('2015-12-27T01:25:00.000000', u'PHI', u'WAS', -14.0)
('2015-12-27T18:00:00.000000', u'ATL', u'CAR', 7.0)
('2015-12-27T18:00:00.000000', u'BAL', u'PIT', 3.0)
('2015-12-27T18:00:00.000000', u'BUF', u'DAL', 10.0)
('2015-12-27T18:00:00.000000', u'DET', u'SF', 15.0)
('2015-12-27T18:00:00.000000', u'KC', u'CLE', 4.0)
('2015-12-27T18:00:00.000000', u'MIA', u'IND', -6.0)
('2015-12-27T18:00:00.000000', u'NYJ', u'NE', 6.0)
('2015-12-27T18:00:00.000000', u'TB', u'CHI', -5.0)
('2015-12-27T18:00:00.000000', u'TEN', u'HOU', -28.0)
('2015-12-27T21:05:00.000000', u'NO', u'JAC', 11.0)
('2015-12-27T21:25:00.000000', u'ARI', u'GB', 30.0)
('2015-12-27T21:25:00.000000', u'SEA', u'LAR', -6.0)
('2015-12-28T01:30:00.000000', u'MIN', u'NYG', 32.0)
('2015-12-29T01:30:00.000000', u'DEN', u'CIN', 3.0)
('2016-01-03T18:00:00.000000', u'ATL', u'NO', -3.0)
('2016-01-03T18:00:00.000000', u'BUF', u'NYJ', 5.0)
('2016-01-03T18:00:00.000000', u'CHI', u'DET', -4.0)
('2016-01-03T18:00:00.000000', u'CIN', u'BAL', 8.0)
('2016-01-03T18:00:00.000000', u'CLE', u'PIT', -16.0)
('2016-01-03T18:00:00.000000', u'DAL', u'WAS', -11.0)
('2016-01-03T18:00:00.000000', u'HOU', u'JAC', 24.0)
('2016-01-03T18:00:00.000000', u'IND', u'TEN', 6.0)
('2016-01-03T18:00:00.000000', u'MIA', u'NE', 10.0)
('2016-01-03T18:00:00.000000', u'NYG', u'PHI', -5.0)
('2016-01-03T21:25:00.000000', u'ARI', u'SEA', -30.0)
('2016-01-03T21:25:00.000000', u'CAR', u'TB', 28.0)
('2016-01-03T21:25:00.000000', u'DEN', u'LAC', 7.0)
('2016-01-03T21:25:00.000000', u'KC', u'OAK', 6.0)
('2016-01-03T21:25:00.000000', u'SF', u'LAR', 3.0)
('2016-01-04T01:30:00.000000', u'GB', u'MIN', -7.0)
('2016-09-09T00:30:00.000000', u'DEN', u'CAR', 1.0)
('2016-09-11T17:00:00.000000', u'ATL', u'TB', -7.0)
('2016-09-11T17:00:00.000000', u'BAL', u'BUF', 6.0)
('2016-09-11T17:00:00.000000', u'HOU', u'CHI', 9.0)
('2016-09-11T17:00:00.000000', u'JAC', u'GB', -4.0)
('2016-09-11T17:00:00.000000', u'KC', u'LAC', 6.0)
('2016-09-11T17:00:00.000000', u'NO', u'OAK', -1.0)
('2016-09-11T17:00:00.000000', u'NYJ', u'CIN', -1.0)
('2016-09-11T17:00:00.000000', u'PHI', u'CLE', 19.0)
('2016-09-11T17:00:00.000000', u'TEN', u'MIN', -9.0)
('2016-09-11T20:05:00.000000', u'SEA', u'MIA', 2.0)
('2016-09-11T20:25:00.000000', u'DAL', u'NYG', -1.0)
('2016-09-11T20:25:00.000000', u'IND', u'DET', -4.0)
('2016-09-12T00:30:00.000000', u'ARI', u'NE', -2.0)
('2016-09-12T23:10:00.000000', u'WAS', u'PIT', -22.0)
('2016-09-13T02:20:00.000000', u'SF', u'LAR', 28.0)
('2016-09-16T00:25:00.000000', u'BUF', u'NYJ', -6.0)
('2016-09-18T17:00:00.000000', u'CAR', u'SF', 19.0)
('2016-09-18T17:00:00.000000', u'CLE', u'BAL', -5.0)
('2016-09-18T17:00:00.000000', u'DET', u'TEN', -1.0)
('2016-09-18T17:00:00.000000', u'HOU', u'KC', 7.0)
('2016-09-18T17:00:00.000000', u'NE', u'MIA', 7.0)
('2016-09-18T17:00:00.000000', u'NYG', u'NO', 3.0)
('2016-09-18T17:00:00.000000', u'PIT', u'CIN', 8.0)
('2016-09-18T17:00:00.000000', u'WAS', u'DAL', -4.0)
('2016-09-18T20:05:00.000000', u'ARI', u'TB', 33.0)
('2016-09-18T20:05:00.000000', u'LAR', u'SEA', 6.0)
('2016-09-18T20:25:00.000000', u'DEN', u'IND', 14.0)
('2016-09-18T20:25:00.000000', u'LAC', u'JAC', 24.0)
('2016-09-18T20:25:00.000000', u'OAK', u'ATL', -7.0)
('2016-09-19T00:30:00.000000', u'MIN', u'GB', 3.0)
('2016-09-20T00:30:00.000000', u'CHI', u'PHI', -15.0)
('2016-09-23T00:25:00.000000', u'NE', u'HOU', 27.0)
('2016-09-25T17:00:00.000000', u'BUF', u'ARI', 15.0)
('2016-09-25T17:00:00.000000', u'CAR', u'MIN', -12.0)
('2016-09-25T17:00:00.000000', u'CIN', u'DEN', -12.0)
('2016-09-25T17:00:00.000000', u'GB', u'DET', 7.0)
('2016-09-25T17:00:00.000000', u'JAC', u'BAL', -2.0)
('2016-09-25T17:00:00.000000', u'MIA', u'CLE', 6.0)
('2016-09-25T17:00:00.000000', u'NYG', u'WAS', -2.0)
('2016-09-25T17:00:00.000000', u'TEN', u'OAK', -7.0)
('2016-09-25T20:05:00.000000', u'SEA', u'SF', 19.0)
('2016-09-25T20:05:00.000000', u'TB', u'LAR', -5.0)
('2016-09-25T20:25:00.000000', u'IND', u'LAC', 4.0)
('2016-09-25T20:25:00.000000', u'KC', u'NYJ', 21.0)
('2016-09-25T20:25:00.000000', u'PHI', u'PIT', 31.0)
('2016-09-26T00:30:00.000000', u'DAL', u'CHI', 14.0)
('2016-09-27T00:30:00.000000', u'NO', u'ATL', -13.0)
('2016-09-30T00:25:00.000000', u'CIN', u'MIA', 15.0)
('2016-10-02T17:00:00.000000', u'ATL', u'CAR', 15.0)
('2016-10-02T17:00:00.000000', u'BAL', u'OAK', -1.0)
('2016-10-02T17:00:00.000000', u'CHI', u'DET', 3.0)
('2016-10-02T17:00:00.000000', u'HOU', u'TEN', 7.0)
('2016-10-02T17:00:00.000000', u'NE', u'BUF', -16.0)
('2016-10-02T17:00:00.000000', u'NYJ', u'SEA', -10.0)
('2016-10-02T17:00:00.000000', u'WAS', u'CLE', 11.0)
('2016-10-02T20:05:00.000000', u'TB', u'DEN', -20.0)
('2016-10-02T20:25:00.000000', u'ARI', u'LAR', -4.0)
('2016-10-02T20:25:00.000000', u'LAC', u'NO', -1.0)
('2016-10-02T20:25:00.000000', u'SF', u'DAL', -7.0)
('2016-10-03T00:30:00.000000', u'PIT', u'KC', 29.0)
('2016-10-03T01:30:00.000000', u'JAC', u'IND', 3.0)
('2016-10-04T00:30:00.000000', u'MIN', u'NYG', 14.0)
('2016-10-07T00:25:00.000000', u'SF', u'ARI', -12.0)
('2016-10-09T17:00:00.000000', u'BAL', u'WAS', -6.0)
('2016-10-09T17:00:00.000000', u'CLE', u'NE', -20.0)
('2016-10-09T17:00:00.000000', u'DET', u'PHI', 1.0)
('2016-10-09T17:00:00.000000', u'IND', u'CHI', 6.0)
('2016-10-09T17:00:00.000000', u'MIA', u'TEN', -13.0)
('2016-10-09T17:00:00.000000', u'MIN', u'HOU', 18.0)
('2016-10-09T17:00:00.000000', u'PIT', u'NYJ', 18.0)
('2016-10-09T20:05:00.000000', u'DEN', u'ATL', -7.0)
('2016-10-09T20:25:00.000000', u'DAL', u'CIN', 14.0)
('2016-10-09T20:25:00.000000', u'LAR', u'BUF', -11.0)
('2016-10-09T20:25:00.000000', u'OAK', u'LAC', 3.0)
('2016-10-10T00:30:00.000000', u'GB', u'NYG', 7.0)
('2016-10-11T00:30:00.000000', u'CAR', u'TB', -3.0)
('2016-10-14T00:25:00.000000', u'LAC', u'DEN', 8.0)
('2016-10-16T17:00:00.000000', u'BUF', u'SF', 29.0)
('2016-10-16T17:00:00.000000', u'CHI', u'JAC', -1.0)
('2016-10-16T17:00:00.000000', u'DET', u'LAR', 3.0)
('2016-10-16T17:00:00.000000', u'MIA', u'PIT', 15.0)
('2016-10-16T17:00:00.000000', u'NE', u'CIN', 18.0)
('2016-10-16T17:00:00.000000', u'NO', u'CAR', 3.0)
('2016-10-16T17:00:00.000000', u'NYG', u'BAL', 4.0)
('2016-10-16T17:00:00.000000', u'TEN', u'CLE', 2.0)
('2016-10-16T17:00:00.000000', u'WAS', u'PHI', 7.0)
('2016-10-16T20:05:00.000000', u'OAK', u'KC', -16.0)
('2016-10-16T20:25:00.000000', u'GB', u'DAL', -14.0)
('2016-10-16T20:25:00.000000', u'SEA', u'ATL', 2.0)
('2016-10-17T00:30:00.000000', u'HOU', u'IND', 3.0)
('2016-10-18T00:30:00.000000', u'ARI', u'NYJ', 25.0)
('2016-10-21T00:25:00.000000', u'GB', u'CHI', 16.0)
('2016-10-23T17:00:00.000000', u'CIN', u'CLE', 14.0)
('2016-10-23T17:00:00.000000', u'DET', u'WAS', 3.0)
('2016-10-23T17:00:00.000000', u'JAC', u'OAK', -17.0)
('2016-10-23T17:00:00.000000', u'KC', u'NO', 6.0)
('2016-10-23T17:00:00.000000', u'MIA', u'BUF', 3.0)
('2016-10-23T17:00:00.000000', u'NYJ', u'BAL', 8.0)
('2016-10-23T17:00:00.000000', u'PHI', u'MIN', 11.0)
('2016-10-23T17:00:00.000000', u'TEN', u'IND', -8.0)
('2016-10-23T20:05:00.000000', u'ATL', u'LAC', -3.0)
('2016-10-23T20:05:00.000000', u'SF', u'TB', -17.0)
('2016-10-23T20:25:00.000000', u'PIT', u'NE', -11.0)
('2016-10-24T00:30:00.000000', u'ARI', u'SEA', 0.0)
('2016-10-24T01:30:00.000000', u'LAR', u'NYG', -7.0)
('2016-10-25T00:30:00.000000', u'DEN', u'HOU', 18.0)
('2016-10-28T00:25:00.000000', u'TEN', u'JAC', 14.0)
('2016-10-30T17:00:00.000000', u'BUF', u'NE', -16.0)
('2016-10-30T17:00:00.000000', u'CAR', u'ARI', 10.0)
('2016-10-30T17:00:00.000000', u'CLE', u'NYJ', -3.0)
('2016-10-30T17:00:00.000000', u'HOU', u'DET', 7.0)
('2016-10-30T17:00:00.000000', u'IND', u'KC', -16.0)
('2016-10-30T17:00:00.000000', u'NO', u'SEA', 5.0)
('2016-10-30T17:00:00.000000', u'TB', u'OAK', -6.0)
('2016-10-30T20:05:00.000000', u'DEN', u'LAC', 8.0)
('2016-10-30T20:25:00.000000', u'ATL', u'GB', 1.0)
('2016-10-31T00:30:00.000000', u'DAL', u'PHI', 6.0)
('2016-10-31T01:30:00.000000', u'CIN', u'WAS', 0.0)
('2016-11-01T00:30:00.000000', u'CHI', u'MIN', 10.0)
('2016-11-04T00:25:00.000000', u'TB', u'ATL', -15.0)
('2016-11-06T18:00:00.000000', u'BAL', u'PIT', 7.0)
('2016-11-06T18:00:00.000000', u'CLE', u'DAL', -25.0)
('2016-11-06T18:00:00.000000', u'KC', u'JAC', 5.0)
('2016-11-06T18:00:00.000000', u'MIA', u'NYJ', 4.0)
('2016-11-06T18:00:00.000000', u'MIN', u'DET', -6.0)
('2016-11-06T18:00:00.000000', u'NYG', u'PHI', 5.0)
('2016-11-06T21:05:00.000000', u'LAR', u'CAR', -3.0)
('2016-11-06T21:05:00.000000', u'SF', u'NO', -18.0)
('2016-11-06T21:25:00.000000', u'GB', u'IND', -5.0)
('2016-11-06T21:25:00.000000', u'LAC', u'TEN', 8.0)
('2016-11-07T01:30:00.000000', u'OAK', u'DEN', 10.0)
('2016-11-08T01:30:00.000000', u'SEA', u'BUF', 6.0)
('2016-11-11T01:25:00.000000', u'BAL', u'CLE', 21.0)
('2016-11-13T18:00:00.000000', u'CAR', u'KC', -3.0)
('2016-11-13T18:00:00.000000', u'JAC', u'HOU', -3.0)
('2016-11-13T18:00:00.000000', u'NO', u'DEN', -2.0)
('2016-11-13T18:00:00.000000', u'NYJ', u'LAR', -3.0)
('2016-11-13T18:00:00.000000', u'PHI', u'ATL', 9.0)
('2016-11-13T18:00:00.000000', u'TB', u'CHI', 26.0)
('2016-11-13T18:00:00.000000', u'TEN', u'GB', 22.0)
('2016-11-13T18:00:00.000000', u'WAS', u'MIN', 6.0)
('2016-11-13T21:05:00.000000', u'LAC', u'MIA', -7.0)
('2016-11-13T21:25:00.000000', u'ARI', u'SF', 3.0)
('2016-11-13T21:25:00.000000', u'PIT', u'DAL', -5.0)
('2016-11-14T01:30:00.000000', u'NE', u'SEA', -7.0)
('2016-11-15T01:30:00.000000', u'NYG', u'CIN', 1.0)
('2016-11-18T01:25:00.000000', u'CAR', u'NO', 3.0)
('2016-11-20T18:00:00.000000', u'CIN', u'BUF', -4.0)
('2016-11-20T18:00:00.000000', u'CLE', u'PIT', -15.0)
('2016-11-20T18:00:00.000000', u'DAL', u'BAL', 10.0)
('2016-11-20T18:00:00.000000', u'DET', u'JAC', 7.0)
('2016-11-20T18:00:00.000000', u'IND', u'TEN', 7.0)
('2016-11-20T18:00:00.000000', u'KC', u'TB', -2.0)
('2016-11-20T18:00:00.000000', u'MIN', u'ARI', 6.0)
('2016-11-20T18:00:00.000000', u'NYG', u'CHI', 6.0)
('2016-11-20T21:05:00.000000', u'LAR', u'MIA', -4.0)
('2016-11-20T21:25:00.000000', u'SEA', u'PHI', 11.0)
('2016-11-20T21:25:00.000000', u'SF', u'NE', -13.0)
('2016-11-21T01:30:00.000000', u'WAS', u'GB', 18.0)
('2016-11-22T01:30:00.000000', u'OAK', u'HOU', 7.0)
('2016-11-24T17:30:00.000000', u'DET', u'MIN', 3.0)
('2016-11-24T21:30:00.000000', u'DAL', u'WAS', 5.0)
('2016-11-25T01:30:00.000000', u'IND', u'PIT', -21.0)
('2016-11-27T18:00:00.000000', u'ATL', u'ARI', 19.0)
('2016-11-27T18:00:00.000000', u'BAL', u'CIN', 7.0)
('2016-11-27T18:00:00.000000', u'BUF', u'JAC', 7.0)
('2016-11-27T18:00:00.000000', u'CHI', u'TEN', -6.0)
('2016-11-27T18:00:00.000000', u'CLE', u'NYG', -14.0)
('2016-11-27T18:00:00.000000', u'HOU', u'LAC', -8.0)
('2016-11-27T18:00:00.000000', u'MIA', u'SF', 7.0)
('2016-11-27T18:00:00.000000', u'NO', u'LAR', 28.0)
('2016-11-27T21:05:00.000000', u'TB', u'SEA', 9.0)
('2016-11-27T21:25:00.000000', u'NYJ', u'NE', -5.0)
('2016-11-27T21:25:00.000000', u'OAK', u'CAR', 3.0)
('2016-11-28T01:30:00.000000', u'DEN', u'KC', -3.0)
('2016-11-29T01:30:00.000000', u'PHI', u'GB', -14.0)
('2016-12-02T01:25:00.000000', u'MIN', u'DAL', -2.0)
('2016-12-04T18:00:00.000000', u'ATL', u'KC', -1.0)
('2016-12-04T18:00:00.000000', u'BAL', u'MIA', 32.0)
('2016-12-04T18:00:00.000000', u'CHI', u'SF', 20.0)
('2016-12-04T18:00:00.000000', u'CIN', u'PHI', 18.0)
('2016-12-04T18:00:00.000000', u'GB', u'HOU', 8.0)
('2016-12-04T18:00:00.000000', u'JAC', u'DEN', -10.0)
('2016-12-04T18:00:00.000000', u'NE', u'LAR', 16.0)
('2016-12-04T18:00:00.000000', u'NO', u'DET', -15.0)
('2016-12-04T21:05:00.000000', u'OAK', u'BUF', 14.0)
('2016-12-04T21:25:00.000000', u'ARI', u'WAS', 8.0)
('2016-12-04T21:25:00.000000', u'LAC', u'TB', -7.0)
('2016-12-04T21:25:00.000000', u'PIT', u'NYG', 10.0)
('2016-12-05T01:30:00.000000', u'SEA', u'CAR', 33.0)
('2016-12-06T01:30:00.000000', u'NYJ', u'IND', -31.0)
('2016-12-09T01:25:00.000000', u'KC', u'OAK', 8.0)
('2016-12-11T18:00:00.000000', u'BUF', u'PIT', -7.0)
('2016-12-11T18:00:00.000000', u'CAR', u'LAC', 12.0)
('2016-12-11T18:00:00.000000', u'CLE', u'CIN', -13.0)
('2016-12-11T18:00:00.000000', u'DET', u'CHI', 3.0)
('2016-12-11T18:00:00.000000', u'IND', u'HOU', -5.0)
('2016-12-11T18:00:00.000000', u'JAC', u'MIN', -9.0)
('2016-12-11T18:00:00.000000', u'MIA', u'ARI', 3.0)
('2016-12-11T18:00:00.000000', u'PHI', u'WAS', -5.0)
('2016-12-11T18:00:00.000000', u'TEN', u'DEN', 3.0)
('2016-12-11T21:05:00.000000', u'SF', u'NYJ', -6.0)
('2016-12-11T21:25:00.000000', u'GB', u'SEA', 28.0)
('2016-12-11T21:25:00.000000', u'LAR', u'ATL', -28.0)
('2016-12-11T21:25:00.000000', u'TB', u'NO', 5.0)
('2016-12-12T01:30:00.000000', u'NYG', u'DAL', 3.0)
('2016-12-13T01:30:00.000000', u'NE', u'BAL', 7.0)
('2016-12-16T01:25:00.000000', u'SEA', u'LAR', 21.0)
('2016-12-18T01:25:00.000000', u'NYJ', u'MIA', -21.0)
('2016-12-18T18:00:00.000000', u'BAL', u'PHI', 1.0)
('2016-12-18T18:00:00.000000', u'BUF', u'CLE', 20.0)
('2016-12-18T18:00:00.000000', u'CHI', u'GB', -3.0)
('2016-12-18T18:00:00.000000', u'CIN', u'PIT', -4.0)
('2016-12-18T18:00:00.000000', u'HOU', u'JAC', 1.0)
('2016-12-18T18:00:00.000000', u'KC', u'TEN', -2.0)
('2016-12-18T18:00:00.000000', u'MIN', u'IND', -28.0)
('2016-12-18T18:00:00.000000', u'NYG', u'DET', 11.0)
('2016-12-18T21:05:00.000000', u'ARI', u'NO', -7.0)
('2016-12-18T21:05:00.000000', u'ATL', u'SF', 28.0)
('2016-12-18T21:25:00.000000', u'DEN', u'NE', -13.0)
('2016-12-18T21:25:00.000000', u'LAC', u'OAK', -3.0)
('2016-12-19T01:30:00.000000', u'DAL', u'TB', 6.0)
('2016-12-20T01:30:00.000000', u'WAS', u'CAR', -11.0)
('2016-12-23T01:25:00.000000', u'PHI', u'NYG', 5.0)
('2016-12-24T18:00:00.000000', u'BUF', u'MIA', -3.0)
('2016-12-24T18:00:00.000000', u'CAR', u'ATL', -17.0)
